"kigo","yomigana","kyukana","bodai"
"蛸","たこ","","[""章魚"",""真蛸"",""麦藁蛸""]"
"蓼","たで","","[""""]"
"霊棚","たまだな","","[""""]"
"玉葱","たまねぎ","","[""""]"
"玉巻く芭蕉","たままくばしょう","","[""芭蕉の巻葉"",""玉解く芭蕉""]"
"玉虫","たまむし","","[""""]"
"田水沸く","たみずわく","たみづわく","[""""]"
"端午","たんご","","[""端午の節句"",""五月の節句"",""菖蒲の日"",""初節句""]"
"橙の花","だいだいのはな","","[""""]"
"ダリア","だりあ","","[""天竺牡丹""]"
"竹婦人","ちくふじん","","[""竹夫人"",""抱籠"",""添寝籠""]"
"父の日","ちちのひ","","[""""]"
"縮布","ちぢみふ","","[""縮"",""白縮"",""越後縮""]"
"粽","ちまき","","[""茅巻"",""笹粽"",""粽結ふ""]"
"月見草","つきみそう","つきみさう","[""月見草"",""待宵草""]"
"筑摩祭","つくままつり","","[""鍋祭"",""鍋冠祭"",""筑摩鍋""]"
"筒鳥","つつどり","","[""""]"
"燕の子","つばめのこ","","[""子燕"",""親燕""]"
"梅雨","つゆ","","[""梅雨"",""黴雨"",""荒梅雨"",""梅雨湿り"",""走り梅雨"",""迎へ梅雨"",""送り梅雨"",""戻り梅雨"",""青梅雨"",""梅雨雲"",""梅雨夕焼""]"
"梅雨明","つゆあけ","","[""梅雨の明"",""梅雨あがる""]"
"梅雨寒","つゆさむ","","[""梅雨寒し"",""梅雨冷""]"
"梅雨茸","つゆだけ","","[""梅雨菌（つゆきのこ）""]"
"梅雨晴","つゆばれ","","[""五月晴"",""梅雨晴間""]"
"釣忍","つりしのぶ","","[""吊忍""]"
"釣堀","つりぼり","","[""箱釣""]"
"鉄線花","てつせんか","てつせんくわ","[""てつせんかづら"",""クレマチス"",""菊唐草""]"
"繍毬花","てまりばな","","[""手毬花"",""おおでまり（おほでまり）"",""花てまり""]"
"天瓜粉","てんかふん","てんくわふん","[""天花粉"",""汗しらず"",""シッカロール""]"
"石花菜採る","てんぐさとる","","[""天草とる"",""天草干す""]"
"天神祭","てんじんまつり","","[""天満祭"",""鉾流の神事"",""川渡御"",""神輿舟"",""どんどこ舟"",""天満の御祓""]"
"天道虫","てんとうむし","","[""瓢虫"",""てんとむし""]"
"梯梧の花","でいごのはな","","[""海紅豆（かいこうづ）""]"
"出水","でみず","でみづ","[""梅雨出水"",""夏出水""]"
"伝教会","でんぎょうえ","でんげうゑ","[""最澄忌"",""伝教大師忌"",""延暦寺六月会"",""長講会""]"
"籐椅子","とういす","","[""籐寝椅子""]"
"玉蜀黍の花","とうもろこしのはな","","[""なんばんの花""]"
"通し鴨","とおしがも","とほしがも","[""""]"
"蜥蜴","とかげ","","[""""]"
"時の記念日","ときのきねんび","","[""時の日""]"
"常磐木落葉","ときわぎおちば","","[""杉落葉"",""樫落葉"",""夏落葉""]"
"時計草","とけいそう","","[""ぼろんかずら""]"
"心太","ところてん","","[""心天"",""こころぶと""]"
"登山","とざん","","[""山登り"",""登山道"",""登山口"",""登山小屋"",""登山宿"",""登山杖"",""登山帽"",""登山靴"",""登山電車"",""ケルン""]"
"橡の花","とちのはな","","[""栃の花"",""栃咲く""]"
"飛魚","とびうお","とびうを","[""とびを"",""つばめ魚"",""あご""]"
"とべら","とべら","","[""""]"
"海桐の花","とべらのはな","","[""花とべら""]"
"トマト","とまと","","[""蕃茄"",""赤茄子""]"
"虎が雨","とらがあめ","","[""虎が涙雨""]"
"虎鶫","とらつぐみ","","[""トラツグミ"",""鵺""]"
"虎尾草","とらのお","とらのを","[""をかとらのを""]"
"蜻蛉","とんぼ","","[""とんぼう"",""やんま"",""麦藁とんぼ"",""塩辛とんぼ""]"
"蜻蛉生れる","とんぼうまれる","","[""""]"
"泥鰌","どじょう","","[""""]"
"泥鰌鍋","どじょうなべ","どぢやうなべ","[""泥鰌汁"",""柳川鍋""]"
"土用","どよう","","[""土用入"",""土用太郎"",""土用三郎"",""土用明""]"
"土用鰻","どよううなぎ","","[""土用丑の日の鰻""]"
"土用蜆","どようしじみ","","[""""]"
"土用波","どようなみ","","[""土用浪""]"
"ナイター","ないたー","","[""ナイトゲーム""]"
"名越の祓","なごしのはらえ","なごしのはらへ","[""御祓"",""夏越"",""夏祓"",""川祓"",""川社"",""御祓川"",""形代"",""茅の輪"",""菅貫""]"
"茄子","なす","","[""なすび"",""初茄子"",""長茄子""]"
"茄子漬","なすづけ","","[""なすび漬""]"
"茄子苗","なすなえ","なすなへ","[""""]"
"茄子の鴫焼","なすのしぎやき","","[""鴫焼""]"
"茄子の花","なすのはな","","[""""]"
"菜種刈","なたねかり","","[""菜種干す"",""菜種打つ"",""菜種殻"",""菜殻焚"",""菜殻火""]"
"夏","なつ","","[""三夏"",""九夏"",""炎帝"",""朱夏""]"
"夏薊","なつあざみ","","[""""]"
"夏帯","なつおび","","[""単帯""]"
"夏鴨","なつがも","","[""軽鴨"",""黒鴨""]"
"夏菊","なつぎく","","[""""]"
"夏銀河","なつぎんが","","[""""]"
"夏草","なつくさ","","[""夏の草"",""青草""]"
"夏桑","なつぐわ","なつぐは","[""""]"
"夏木立","なつこだち","","[""夏木""]"
"夏蚕","なつご","","[""二番蚕""]"
"夏衣","なつごろも","","[""夏衣"",""夏着"",""夏物""]"
"夏座敷","なつざしき","","[""""]"
"夏座蒲団","なつざぶとん","","[""麻座蒲団"",""藺座蒲団"",""革座蒲団""]"
"夏芝居","なつしばい","なつしばゐ","[""夏狂言"",""水狂言"",""土用芝居""]"
"夏シャツ","なつしゃつ","","[""白シャツ"",""開襟シャツ"",""アロハシャツ""]"
"夏足袋","なつたび","","[""単足袋""]"
"夏大根","なつだいこん","","[""なつだいこ""]"
"夏燕","なつつばめ","","[""""]"
"夏手袋","なつてぶくろ","","[""網手袋"",""レース手袋""]"
"夏葱","なつねぎ","","[""刈葱""]"
"夏野","なつの","","[""夏野原"",""青野""]"
"夏の暁","なつのあかつき","","[""夏暁"",""夏の夜明"",""夏の朝""]"
"夏の雨","なつのあめ","","[""夏雨"",""緑雨""]"
"夏の海","なつのうみ","","[""夏の波"",""夏濤"",""夏の浜""]"
"夏の風邪","なつのかぜ","","[""夏風邪""]"
"夏の川","なつのかわ","なつのかは","[""夏川"",""夏河原""]"
"夏の雲","なつのくも","","[""夏雲""]"
"夏の潮","なつのしお","なつのしほ","[""夏潮"",""青葉潮"",""青潮""]"
"夏の空","なつのそら","","[""夏空"",""夏の天"",""夏天""]"
"夏の蝶","なつのちょう","なつのてふ","[""夏蝶"",""梅雨の蝶"",""揚羽蝶""]"
"夏の月","なつのつき","","[""月涼し"",""梅雨の月""]"
"夏の果","なつのはて","","[""夏果つ"",""夏終る"",""夏行く"",""夏尽く"",""夏惜しむ""]"
"夏の日","なつのひ","","[""夏日"",""夏日影""]"
"夏の燈","なつのひ","","[""夏ともし"",""燈涼し""]"
"夏の星","なつのほし","","[""夏星"",""星涼し"",""梅雨の星"",""旱星"",""麦星""]"
"夏の虫","なつのむし","","[""""]"
"夏の山","なつのやま","","[""夏山"",""夏嶺"",""青嶺""]"
"夏の夕","なつのゆう","なつのゆふ","[""夏夕"",""夏の暮""]"
"夏の夜","なつのよ","","[""夜半の夏"",""夏の宵""]"
"夏暖簾","なつのれん","","[""麻暖簾""]"
"夏萩","なつはぎ","","[""青萩""]"
"夏羽織","なつばおり","","[""絽羽織"",""紗羽織"",""単羽織"",""薄羽織""]"
"夏袴","なつばかま","","[""絽袴"",""麻袴"",""単袴""]"
"夏場所","なつばしょ","","[""五月場所""]"
"夏服","なつふく","","[""白服"",""麻服""]"
"夏蒲団","なつぶとん","","[""夏衾"",""麻蒲団"",""夏掛""]"
"夏遍路","なつへんろ","","[""""]"
"夏帽子","なつぼうし","","[""夏帽"",""麦稈帽子""]"
"夏めく","なつめく","","[""夏きざす""]"
"夏館","なつやかた","","[""夏邸"",""夏の宿""]"
"夏休み","なつやすみ","","[""暑中休み"",""暑中休暇""]"
"夏瘦","なつやせ","","[""夏負け"",""夏やつれ""]"
"夏蓬","なつよもぎ","","[""""]"
"夏料理","なつりょうり","なつれうり","[""""]"
"夏炉","なつろ","","[""夏の炉""]"
"夏蕨","なつわらび","","[""""]"
"鯰","なまず","なまづ","[""梅雨鯰"",""ごみ鯰""]"
"蛞蝓","なめくじ","なめくぢ","[""なめくじり"",""なめくじら""]"
"業平忌","なりひらき","","[""在五忌""]"
"南天の花","なんてんのはな","","[""花南天""]"
"濁り鮒","にごりぶな","","[""""]"
"西日","にしび","","[""大西日""]"
"虹","にじ","","[""朝虹"",""夕虹"",""二重虹""]"
"日日草","にちにちそう","にちにちさう","[""日日花""]"
"日射病","にっしゃびょう","につしやびやう","[""熱射病""]"
"入梅","にゅうばい","にふばい","[""梅雨入り"",""梅雨に入る""]"
"韮の花","にらのはな","","[""""]"
"捩花","ねじばな","ねぢばな","[""もぢばな"",""ねぢればな"",""もぢずり"",""文字摺草""]"
"熱帯魚","ねったいぎょ","ねつたいぎよ","[""闘魚"",""天使魚""]"
"寝冷え","ねびえ","","[""寝冷子""]"
"合歓の花","ねむのはな","","[""ねぶの花"",""花合歓""]"
"練供養","ねりくよう","ねりくやう","[""当麻練供養"",""当麻法事"",""来迎会"",""迎接会"",""曼荼羅会""]"
"凌霄の花","のうぜんのはな","","[""凌霄"",""のうぜんかずら""]"
"幟","のぼり","","[""五月幟"",""座敷幟"",""初幟""]"
"野馬追","のまおい","のまおひ","[""""]"
"蚤","のみ","","[""蚤の跡""]"
"羽蟻","はあり","","[""飛蟻""]"
"ハイビスカス","はいびすかす","","[""仏桑花"",""ぼさつばな"",""琉球むくげ""]"
"蠅","はえ","はへ","[""家蠅"",""五月蠅（さばえ）"",""青蠅"",""金蠅"",""銀蠅""]"
"蠅取","はえとり","はへとり","[""蠅叩"",""蠅打"",""蠅捕器"",""蠅捕リボン"",""蠅捕紙"",""蠅捕瓶""]"
"蠅虎","はえとりぐも","はへとりぐも","[""蠅捕蜘蛛""]"
"蠅除","はえよけ","はへよけ","[""蠅覆"",""蠅帳"",""蠅入らず""]"
"博多祇園山笠","はかたぎおんやまかさ","はかたぎをんやまかさ","[""山笠"",""博多祭""]"
"薄暑","はくしょ","はくしよ","[""薄暑光""]"
"白夜","はくや","","[""""]"
"箱庭","はこにわ","はこには","[""""]"
"箱眼鏡","はこめがね","","[""""]"
"葉桜","はざくら","","[""""]"
"端居","はしい","はしゐ","[""夕端居""]"
"蓮の浮葉","はすのうきは","","[""浮葉"",""蓮の葉""]"
"蓮の花","はすのはな","","[""はちす"",""白蓮"",""紅蓮"",""蓮華""]"
"蓮見","はすみ","","[""蓮見舟""]"
"巴旦杏","はたんきょう","","[""""]"
"裸","はだか","","[""素裸"",""丸裸"",""裸子""]"
"跣足","はだし","","[""跣"",""素足""]"
"肌脱","はだぬぎ","","[""片肌脱"",""諸肌脱""]"
"麨","はったい","","[""麦こがし"",""麦炒粉"",""麦香煎""]"
"初鰹","はつがつお","はつがつを","[""初松魚""]"
"花氷","はなごおり","はなごほり","[""氷柱""]"
"花茣蓙","はなござ","","[""絵茣蓙""]"
"花菖蒲","はなしょうぶ","","[""白菖蒲"",""菖蒲園"",""菖蒲田""]"
"花橘","はなたちばな","","[""橘の花"",""右近の橘""]"
"花火","はなび","","[""煙火"",""打揚花火"",""仕掛花火"",""線香花火"",""手花火"",""春花火"",""遠花火"",""花火舟"",""花火見""]"
"羽抜鳥","はぬけどり","","[""羽抜鶏""]"
"帚木","ははきぎ","","[""ははきぐさ""]"
"母の日","ははのひ","","[""""]"
"浜豌豆","はまえんどう","はまゑんどう","[""""]"
"はまごう","はまごう","","[""はまぼう""]"
"玫瑰","はまなす","","[""浜梨、玫瑰の実、実玫瑰""]"
"浜昼顔","はまひるがお","はまひるがほ","[""""]"
"浜防風","はまぼうふう","はまばうふう","[""防風""]"
"浜木綿の花","はまゆふのはな","","[""浜万年青""]"
"鱧","はも","","[""水鱧"",""鱧の皮""]"
"葉柳","はやなぎ","","[""夏柳"",""柳茂る""]"
"ハンカチの花","はんかちのはな","","[""""]"
"半夏生","はんげしょう","はんげしやう","[""半夏"",""半夏雨""]"
"半夏生草","はんげしょうぐさ","","[""片白草""]"
"半ズボン","はんずぼん","","[""短パン"",""ショートパンツ""]"
"斑猫","はんみょう","はんめう","[""道をしえ""]"
"ハンモック","はんもっく","","[""吊床"",""寝網""]"
"芭蕉の花","ばしょうのはな","ばせうのはな","[""花芭蕉""]"
"バナナ","ばなな","","[""""]"
"薔薇","ばら","","[""薔薇（そうび）"",""薔薇園""]"
"茨の花","ばらのはな","","[""花茨"",""野茨の花"",""花うばら""]"
"鷭","ばん","","[""""]"
"晩夏","ばんか","","[""季夏"",""夏深し"",""晩夏光""]"
"万緑","ばんりょく","","[""""]"
"パイナップル","ぱいなっぷる","","[""鳳梨（ほうり）"",""あななす""]"
"パセリ","ぱせり","","[""オランダゼリ""]"
"パリ祭","ぱりさい","","[""巴里祭"",""パリー祭""]"
"射干","ひおうぎ","ひあふぎ","[""桧扇"",""うばたま""]"
"日傘","ひがさ","","[""ひからかさ"",""絵日傘"",""パラソル""]"
"日雀","ひがら","","[""""]"
"蟇","ひきがえる","ひきがへる","[""蟾蜍"",""蟾"",""蝦蟇"",""がまがへる""]"
"緋鯉","ひごい","ひごひ","[""色鯉"",""白鯉"",""錦鯉""]"
"日盛","ひざかり","","[""日の盛り""]"
"菱の花","ひしのはな","","[""""]"
"避暑","ひしょ","ひしよ","[""避暑地"",""避暑の宿""]"
"旱","ひでり","","[""旱天"",""旱魃"",""大旱"",""旱畑"",""旱田"",""旱空""]"
"単衣","ひとえ","ひとへ","[""単物""]"
"一つ葉","ひとつば","","[""""]"
"火取虫","ひとりむし","","[""灯取虫"",""灯虫"",""灯蛾"",""燭蛾"",""火蛾"",""蛾""]"
"雛罌栗","ひなげし","","[""虞美人草"",""ポピー"",""こくりこ"",""アマポーラ""]"
"日向水","ひなたみず","","[""""]"
"向日葵","ひまわり","ひまはり","[""日車"",""日輪草"",""天蓋花"",""天竺葵""]"
"姫女菀","ひめじょおん","","[""柳葉姫菊"",""鉄道草""]"
"百日草","ひゃくにちそう","ひゃくにちさう","[""""]"
"日焼","ひやけ","","[""潮焼""]"
"冷酒","ひやざけ","","[""冷酒"",""冷し酒""]"
"冷し瓜","ひやしうり","","[""瓜冷す"",""冷し西瓜""]"
"冷し中華","ひやしちゅうか","","[""""]"
"冷汁","ひやしる","","[""冷や汁"",""ひやじる""]"
"冷索麺","ひやそうめん","ひやさうめん","[""冷素麺"",""索麺冷す""]"
"冷麦","ひやむぎ","","[""""]"
"冷奴","ひややっこ","ひややつこ","[""冷豆腐"",""""]"
"雹","ひょう","ひよう","[""氷雨""]"
"氷菓","ひょうか","ひようくわ","[""氷菓子"",""アイスキャンデー"",""アイスクリーム"",""ソフトクリーム""]"
"日除","ひよけ","","[""日覆""]"
"蛭","ひる","","[""山蛭"",""馬蛭""]"
"昼顔","ひるがお","ひるがほ","[""鼓子草""]"
"昼寝","ひるね","","[""午睡"",""三尺寝"",""昼寝起"",""昼寝覚""]"
"蛭蓆","ひるむしろ","","[""""]"
"枇杷","びわ","","[""枇杷の実""]"
"ビーチパラソル","びーちぱらそる","","[""砂日傘"",""浜日傘"",""海岸日傘""]"
"ビール","びーる","","[""麦酒"",""黒ビール"",""生ビール"",""ビヤホール"",""ビヤガーデン""]"
"風知草","ふうちそう","","[""""]"
"風蘭","ふうらん","","[""""]"
"風鈴","ふうりん","","[""風鈴売""]"
"蕗","ふき","","[""蕗の葉"",""蕗畑"",""伽羅蕗""]"
"噴井","ふきい","ふきゐ","[""噴井（ふけい）""]"
"袋掛","ふくろかけ","","[""""]"
"袋角","ふくろづの","","[""鹿の袋角"",""鹿の若角""]"
"不死男忌","ふじおき","ふじをき","[""甘露忌""]"
"富士詣","ふじもうで","ふじまうで","[""富士道者"",""富士行者"",""富士禅定"",""山上詣"",""富士講"",""浅間講""]"
"太藺","ふとい","ふとゐ","[""""]"
"船遊び","ふなあそび","","[""船遊山"",""遊船"",""遊び船""]"
"船虫","ふなむし","","[""舟虫""]"
"船料理","ふなりょうり","ふなれうり","[""生簀船"",""船生洲"",""生洲料理""]"
"海蘿","ふのり","","[""布海苔"",""海蘿干す""]"
"風炉茶","ふろちゃ","ふろちや","[""風炉点前""]"
"噴水","ふんすい","","[""噴上げ""]"
"仏法僧","ぶっぽうそう","ぶつぽふそう","[""姿の仏法僧""]"
"蚋","ぶよ","","[""蟆子"",""ぷよ"",""ぶゆ""]"
"ブーゲンビリア","ぶーげんびりあ","","[""いかだかずら""]"
"プール","ぷーる","","[""""]"
"糸瓜の花","へちまのはな","","[""""]"
"蛇","へび","","[""くちなは"",""ながむし"",""青大将"",""山棟蛇"",""縞蛇"",""鳥蛇""]"
"蛇苺","へびいちご","","[""""]"
"蛇衣を脱ぐ","へびきぬをぬぐ","","[""蛇の衣"",""蛇の殻"",""蛇の蛻"",""蛇皮を脱ぐ""]"
"紅花","べにばな","","[""紅の花"",""紅藍花"",""紅粉花"",""末摘花""]"
"べら","べら","","[""べら釣""]"
"鬼灯市","ほおずきいち","ほほづきいち","[""酸漿市"",""四万六千日"",""千日詣""]"
"朴の花","ほおのはな","","[""厚朴の花"",""朴散華""]"
"穂肥","ほごえ","","[""""]"
"干飯","ほしいい","ほしいひ","[""乾飯""]"
"干草","ほしくさ","","[""草干す"",""刈干""]"
"帆立貝","ほたてがい","ほたてがひ","[""海扇""]"
"蛍","ほたる","","[""初蛍"",""蛍火"",""源氏蛍"",""夕蛍"",""蛍合戦""]"
"蛍籠","ほたるかご","","[""""]"
"蛍狩","ほたるがり","","[""蛍見"",""蛍舟""]"
"蛍袋","ほたるぶくろ","","[""釣鐘草"",""提燈花"",""風鈴草""]"
"捕虫類","ほちゅうるい","","[""""]"
"布袋草","ほていそう","ほていさう","[""布袋葵""]"
"時鳥","ほととぎす","","[""子規"",""杜鵑"",""蜀魂"",""杜宇"",""不如帰""]"
"鬼灯の花","ほほづきのはな","","[""酸漿の花""]"
"穂絮","ほわた","","[""""]"
"茅舎忌","ぼうしゃき","ばうしやき","[""""]"
"芒種","ぼうしゅ","ばうしゅ","[""""]"
"孑孒","ぼうふら","","[""ぼうふり"",""棒振虫""]"
"牡丹","ぼたん","","[""ぼうたん"",""富貴草"",""白（はく）牡丹"",""緋牡丹"",""黒牡丹"",""牡丹園""]"
"ボート","ぼーと","","[""貸ボート""]"
"鼓虫","まいまい","","[""まひまひ"",""水澄""]"
"蠛蠓","まくなぎ","","[""めまとひ"",""糠蚊""]"
"甜瓜","まくわうり","まくはうり","[""真桑""]"
"真菰","まこも","","[""真菰刈""]"
"松落葉","まつおちば","","[""散松葉""]"
"松葉牡丹","まつばぼたん","","[""日照草"",""爪切草""]"
"祭","まつり","","[""夏祭"",""祭獅子"",""祭太鼓"",""祭笛"",""祭囃子"",""祭堤燈"",""祭髪"",""祭衣"",""宵宮"",""夜宮"",""山車"",""神輿"",""渡御"",""御旅所"",""祭舟""]"
"茉莉花","まつりか","まつりくわ","[""素馨（そけい）"",""ジャスミン""]"
"蝮","まむし","","[""蝮蛇"",""赤まむし"",""蝮捕"",""蝮酒""]"
"豆蒔く","まめまく","","[""大豆蒔く"",""小豆蒔く"",""豆植う""]"
"豆飯","まめめし","","[""""]"
"繭","まゆ","","[""新繭"",""白繭"",""黄繭"",""玉繭"",""繭干す"",""繭煮る""]"
"マンゴー","まんごー","","[""""]"
"万太郎忌","まんたろうき","まんたらうき","[""傘雨忌""]"
"蜜柑の花","みかんのはな","","[""花蜜柑""]"
"短夜","みじかよ","","[""明易し"",""明早し"",""明急ぐ""]"
"水葵","みずあおい","みづあふひ","[""菜葱"",""水葱""]"
"水遊び","みずあそび","みづあそび","[""水掛合""]"
"水中り","みずあたり","みづあたり","[""""]"
"水機関","みずからくり","みづからくり","[""水からくり""]"
"水貝","みずがい","みづがひ","[""""]"
"水木の花","みずきのはな","みづきのはな","[""花水木"",""水木咲く""]"
"水草の花","みずくさのはな","みづくさのはな","[""""]"
"水喧嘩","みずげんか","みづげんくわ","[""水論"",""水争""]"
"水鉄砲","みずてっぽう","みづてつぽう","[""水遊び""]"
"水芭蕉","みずばしょう","みづばせう","[""""]"
"水番","みずばん","みづばん","[""水番小屋"",""水守る"",""水盗む"",""水盗人""]"
"水虫","みずむし","みづむし","[""""]"
"水羊羹","みずようかん","みづやうかん","[""""]"
"溝浚へ","みぞさらへ","","[""堰浚へ"",""どぶさらひ""]"
"蜜豆","みつまめ","","[""餡蜜""]"
"緑","みどり","","[""""]"
"水無月","みなづき","","[""風待月"",""常夏月"",""青水無月""]"
"南風","みなみ","","[""南風"",""南風"",""南吹く"",""はえ"",""大南風"",""海南風"",""まぜ"",""まじ""]"
"三船祭","みふねまつり","","[""舟遊祭"",""扇流し"",""西祭""]"
"蚯蚓","みみず","","[""蚯蚓出づ（ず）""]"
"都草","みやこぐさ","","[""黄金花"",""烏帽子草""]"
"茗荷の子","みょうがのこ","めうがのこ","[""茗荷汁""]"
"百足","むかで","","[""蜈蚣""]"
"麦","むぎ","","[""大麦"",""小麦"",""麦の穂"",""穂麦"",""麦畑""]"
"麦打","むぎうち","","[""麦叩"",""麦つき"",""麦埃"",""麦焼き"",""""]"
"麦刈","むぎかり","","[""麦車""]"
"麦扱","むぎこき","","[""麦扱機""]"
"麦茶","むぎちゃ","","[""麦湯""]"
"麦の秋","むぎのあき","","[""麦秋"",""麦秋""]"
"麦の黒穂","むぎのくろほ","","[""黒穂""]"
"麦笛","むぎぶえ","","[""""]"
"麦飯","むぎめし","","[""すむぎ""]"
"麦稈","むぎわら","","[""麦藁""]"
"葎","むぐら","","[""葎茂る"",""八重葎""]"
"虫送り","むしおくり","","[""田虫送"",""稲虫送"",""虫追い"",""虫供養"",""実盛祭""]"
"むしかりの花","むしかりのはな","","[""""]"
"虫歯予防デー","むしばよぼうでー","","[""虫歯の日""]"
"虫干","むしぼし","","[""虫払"",""風入れ"",""土用干"",""曝書""]"
"武者人形","むしゃにんぎょう","むしやにんぎやう","[""五月人形"",""兜人形"",""飾兜"",""武具飾る""]"
"村祭","むらまつり","","[""""]"
"飯饐る","めしすえる","","[""飯の汗""]"
"眼白","めじろ","","[""""]"
"目高","めだか","","[""緋目高"",""白目高""]"
"メロン","めろん","","[""マスクメロン"",""西洋メロン""]"
"藻刈","もかり","","[""藻刈舟"",""刈藻""]"
"黐の花","もちのはな","","[""""]"
"藻の花","ものはな","","[""花藻""]"
"灸花","やいとばな","","[""へくそかづら""]"
"灼く","やく","","[""熱砂"",""熱風"",""炎熱""]"
"矢車菊","やぐるまぎく","","[""矢車草""]"
"灼け","やけ","","[""""]"
"夜光虫","やこうちゅう","やくわうちゅう","[""""]"
"八束忌","やつかき","","[""仮幻忌""]"
"簗","やな","","[""魚簗"",""簗さす"",""簗打つ"",""簗かく"",""簗瀬""]"
"破れ傘","やぶれがさ","","[""""]"
"山棟蛇","やまかがし","","[""""]"
"山雀","やまがら","","[""""]"
"やませ","やませ","","[""山背風"",""山瀬風""]"
"山開","やまびらき","","[""""]"
"山法師の花","やまぼうしのはな","","[""山帽子"",""山桑""]"
"天蚕","やままゆ","","[""山繭"",""山蚕""]"
"山女","やまめ","","[""山女釣""]"
"楊梅","やまもも","","[""山桃"",""やまうめ""]"
"山桜桃の実","やまもものみ","","[""山桜桃"",""英桃（ゆすらうめ）"",""ゆすら""]"
"守宮","やもり","","[""壁虎"",""家守""]"
"夕顔","ゆうがお","","[""夕顔の花""]"
"夕立","ゆうだち","ゆふだち","[""ゆだち"",""よだち"",""白雨"",""驟雨"",""夕立雲"",""夕立風""]"
"夕凪","ゆうなぎ","ゆふなぎ","[""夕凪ぐ""]"
"夕端居","ゆうはしい","","[""""]"
"夕映","ゆうばえ","","[""""]"
"夕焼","ゆうやけ","ゆふやけ","[""ゆやけ"",""夕焼雲"",""夕焼空""]"
"川床","ゆか","","[""床"",""川床涼み"",""納涼川床"",""貴船川床"",""川床座敷""]"
"浴衣","ゆかた","","[""湯帷子"",""初浴衣"",""藍浴衣"",""古浴衣"",""貸浴衣"",""宿浴衣""]"
"鴨足草","ゆきのした","","[""虎耳草"",""雪の下""]"
"柚子の花","ゆずのはな","","[""柚（ゆ）の花"",""花柚子""]"
"百合","ゆり","","[""鬼百合"",""姫百合"",""鹿の百合"",""山百合"",""笹百合"",""白百合"",""透し百合"",""鉄砲百合""]"
"百合の木","ゆりのき","","[""ユリノキ"",""百合の樹""]"
"余花","よか","よくわ","[""""]"
"葭切","よしきり","","[""行々子"",""葦雀""]"
"葭簀","よしず","","[""葭簀掛"",""葭簀小屋"",""葭簀茶屋""]"
"葭戸","よしど","","[""葭障子"",""簀戸"",""葭屏風""]"
"夜濯","よすすぎ","","[""""]"
"夜鷹","よたか","","[""怪鴟"",""蚊吸鳥""]"
"夜焚","よたき","","[""夜焚釣"",""夜焚舟""]"
"ヨット","よっと","","[""ヨットハーバー""]"
"夜釣","よづり","","[""夜釣人"",""夜釣舟""]"
"夜盗虫","よとうむし","よたうむし","[""やたう"",""よたう""]"
"呼子鳥","よぶこどり","","[""""]"
"夜振","よぶり","","[""夜振火""]"
"夜店","よみせ","","[""""]"
"夜の秋","よるのあき","","[""""]"
"雷鳥","らいちょう","らいてう","[""""]"
"辣韮","らっきょう","らつきよう","[""大韮"",""らっきょ"",""薤""]"
"辣韮漬","らっきょうづけ","","[""""]"
"ラベンダー","らべんだー","","[""""]"
"ラムネ","らむね","","[""冷しラムネ""]"
"蘭","らん","","[""蘭の花"",""胡蝶蘭""]"
"立夏","りっか","りつか","[""夏立つ"",""夏に入る"",""夏来る""]"
"竜舌蘭","りゅうぜつらん","龍舌蘭","[""""]"
"緑蔭","りょくいん","","[""翠蔭（すいいん）""]"
"緑夜","りょくや","","[""緑の夜""]"
"林間学校","りんかんがっこう","りんかんがくかう","[""林間学園"",""臨海学園""]"
"縷紅草","るこうそう","るこうさう","[""るこう""]"
"冷房","れいぼう","れいばう","[""ルームクーラー""]"
"老鶯","ろうおう","らうあう","[""老鶯"",""夏鶯"",""乱鶯"",""残鶯""]"
"六月","ろくがつ","ろくぐわつ","[""六月尽""]"
"露台","ろだい","","[""バルコニー"",""バルコン"",""ベランダ""]"
"若楓","わかかえで","かかかへで","[""楓若葉"",""青楓""]"
"若竹","わかたけ","","[""今年竹"",""竹の若葉""]"
"若葉","わかば","","[""若葉風"",""若葉雨"",""若葉寒""]"
"病葉","わくらば","","[""""]"
"山葵の花","わさびのはな","","[""""]"
"棉の花","わたのはな","","[""""]"
