"kigo","yomigana","kyukana","bodai"
"報恩講","ほうおんこう","","[""御正忌"",""御七夜"",""御講"",""御霜月"",""親鸞忌""]"
"魴鮄","ほうぼう","はうぼう","[""""]"
"捕鯨","ほげい","","[""捕鯨船""]"
"干菜汁","ほしなじる","","[""""]"
"干菜吊る","ほしなつる","","[""干菜"",""懸菜"",""吊菜"",""干葉""]"
"榾","ほだ","","[""ほた"",""榾火"",""榾明り""]"
"朴落葉","ほほおちば","","[""朴散る""]"
"頬被","ほほかむり","","[""ほほかぶり""]"
"防雪林","ぼうせつりん","","[""""]"
"ボジョレー・ヌーヴォー","ぼじょれーぬーぼー","","[""""]"
"牡丹焚火","ぼたんたきび","","[""牡丹焚く"",""牡丹供養""]"
"牡丹鍋","ぼたんなべ","","[""猪鍋"",""山鯨"",""猪肉""]"
"ボロ市","ぼろいち","","[""世田谷襤褸市""]"
"ポインセチア","ぽいんせちあ","","[""猩々木"",""クリスマスフラワー""]"
"鮪","まぐろ","","[""鮪船"",""鮪釣""]"
"マスク","ますく","","[""""]"
"松葉蟹","まつばがに","","[""ずわい蟹"",""越前蟹""]"
"豆撒","まめまき","","[""豆打"",""年の豆"",""鬼打豆"",""鬼は外"",""福は内"",""年男""]"
"マント","まんと","","[""二重廻し"",""トンビ"",""インバネス""]"
"万両","まんりょう","まんりやう","[""実万両""]"
"蜜柑","みかん","","[""蜜柑山"",""蜜柑狩""]"
"三島忌","みしまき","","[""憂国忌""]"
"水涸る","みずかる","みづかる","[""川涸る"",""沼涸る"",""滝涸る""]"
"水鳥","みずどり","みづどり","[""浮寝鳥""]"
"水洟","みずばな","みづばな","[""鼻水""]"
"瑞穂","みずほ","","[""穂田""]"
"水餅","みずもち","みづもち","[""""]"
"晦日蕎麦","みそかそば","","[""年越蕎麦"",""つごもり蕎麦""]"
"鷦鷯","みそさざい","","[""三十三才""]"
"味噌搗","みそつき","","[""味噌作る""]"
"霙","みぞれ","","[""霙るる""]"
"木菟","みみづく","","[""づく""]"
"耳袋","みみぶくろ","","[""耳掛""]"
"都鳥","みやこどり","","[""ゆりかもめ""]"
"麦の芽","むぎのめ","","[""芽麦""]"
"麦蒔","むぎまき","","[""""]"
"むささび","むささび","","[""むささび""]"
"霧氷","むひょう","","[""樹霜"",""粗氷"",""霧氷林""]"
"室咲","むろざき","","[""室の花""]"
"和布刈神事","めかりのしんじ","","[""和布刈禰宜"",""和布刈桶""]"
"目貼","めばり","","[""隙間貼る""]"
"毛布","もうふ","","[""ケット""]"
"虎落笛","もがりぶえ","","[""""]"
"餅","もち","","[""""]"
"餅搗","もちつき","","[""餅米洗ふ"",""餅搗唄"",""賃餅"",""餅筵"",""餅配""]"
"紅葉散る","もみじちる","もみぢちる","[""散紅葉""]"
"股引","ももひき","","[""""]"
"焼藷","やきいも","","[""焼芋"",""石焼芋""]"
"厄払","やくはらい","","[""厄落"",""厄の薪"",""ふぐり落し""]"
"ヤッケ","やっけ","","[""アノラック""]"
"八手の花","やつでのはな","","[""花八手""]"
"藪柑子","やぶこうじ","やぶかうじ","[""薮柑子""]"
"藪巻","やぶまき","","[""竹巻"",""菰巻""]"
"山眠る","やまねむる","","[""眠る山""]"
"闇汁","やみじる","","[""""]"
"雪","ゆき","","[""六花"",""雪の華"",""小雪"",""大雪"",""深雪"",""粉雪"",""綿雪"",""細雪"",""小米雪"",""根雪"",""飛雪"",""雪明り"",""雪の声"",""朝の雪"",""夜の雪"",""暮雪"",""雪の宿"",""雪国"",""雪空""]"
"雪遊び","ゆきあそび","","[""雪投げ"",""雪礫"",""雪丸げ"",""雪合戦""]"
"雪起し","ゆきおこし","","[""雪雷"",""雪の雷""]"
"雪折","ゆきおれ","ゆきをれ","[""""]"
"雪下し","ゆきおろし","","[""雪卸""]"
"雪掻","ゆきかき","","[""除雪"",""除雪車"",""ラッセル車""]"
"雪囲","ゆきがこい","ゆきがこひ","[""雪垣"",""雪構"",""雪除"",""墓囲""]"
"雪合羽","ゆきがっぱ","","[""雪蓑""]"
"雪沓","ゆきぐつ","","[""藁沓"",""爪篭""]"
"雪しまき","ゆきしまき","","[""しまき""]"
"雪女郎","ゆきじょろう","ゆきぢよらう","[""雪女"",""雪坊主""]"
"雪達磨","ゆきだるま","","[""雪兎"",""雪釣""]"
"雪吊","ゆきつり","","[""""]"
"雪晴","ゆきばれ","","[""深雪晴""]"
"雪踏","ゆきふみ","","[""踏俵""]"
"雪見","ゆきみ","","[""雪見舟"",""雪見酒""]"
"雪眼","ゆきめ","","[""""]"
"雪眼鏡","ゆきめがね","","[""ゴーグル""]"
"雪催","ゆきもよい","ゆきもよひ","[""雪雲"",""雪げ"",""雪曇""]"
"雪焼","ゆきやけ","","[""雪眼""]"
"行く年","ゆくとし","","[""年逝く"",""年流る"",""年送る""]"
"湯気立て","ゆげたて","","[""""]"
"湯ざめ","ゆざめ","","[""""]"
"柚子湯","ゆずゆ","","[""柚子風呂"",""冬至湯""]"
"湯婆","ゆたんぽ","","[""たんぽ""]"
"湯豆腐","ゆどうふ","","[""""]"
"夜着","よぎ","","[""掻巻"",""小夜着""]"
"寄鍋","よせなべ","","[""""]"
"夜鷹蕎麦","よたかそば","","[""夜鳴蕎麦"",""夜鳴うどん"",""夜鳴ラーメン""]"
"ラグビー","らぐびー","","[""ラガー""]"
"嵐雪忌","らんせつき","","[""""]"
"立冬","りっとう","","[""冬立つ"",""冬に入る"",""冬来る"",""今朝の冬""]"
"竜の玉","りゅうのたま","","[""竜の髯の実"",""蛇の髯の実"",""龍の玉""]"
"ルミナリエ","るみなりえ","","[""""]"
"冷海","れいかい","","[""""]"
"レノン忌","れのんき","","[""レノンの忌""]"
"煉炭","れんたん","","[""""]"
"臘八会","ろうはつえ","らふはつゑ","[""臘八"",""成道会"",""臘八接心"",""臘八摂心""]"
"臘梅","ろうばい","らふばい","[""唐梅""]"
"炉開","ろびらき","","[""""]"
"鷲","わし","","[""""]"
"綿入","わたいれ","","[""布子"",""綿子""]"
"綿虫","わたむし","","[""大綿"",""雪蛍"",""雪婆"",""白粉婆""]"
"侘助","わびすけ","","[""侘助"",""唐椿""]"
"藁仕事","わらしごと","","[""縄綯ふ"",""筵織る""]"
